,T2M_MEAN,T2M_MAX,T2M_MIN,PREC,WS2M,RH2M,SW_DWN,TEMP_RANGE,HEAT_INDEX,LABEL
2022-09-13,20.95,30.1,14.55,0.97,2.02,74.96,2.7823,15.55,15.704119999999998,0
2022-09-14,17.34,22.65,13.82,6.85,2.78,86.41,0.7802,8.829999999999998,14.983494,1
2022-09-15,14.76,18.52,12.79,2.62,3.09,86.44,1.4498,5.73,12.758543999999999,0
2022-09-16,15.23,21.18,11.87,2.08,4.16,83.19,2.599,9.31,12.669837,1
2022-09-17,13.79,19.75,10.0,0.23,4.42,75.0,4.9272,9.75,10.3425,1
2022-09-18,15.52,25.11,9.77,0.05,3.61,72.07,6.7786,15.34,11.185263999999998,1
2022-09-19,18.27,29.57,9.78,0.56,2.33,68.4,6.2182,19.79,12.496680000000001,0
2022-09-20,18.89,26.62,12.79,3.72,2.35,78.36,4.7798,13.830000000000002,14.802204,0
2022-09-21,19.69,29.19,14.17,4.52,1.97,76.32,2.9926,15.020000000000001,15.027408,0
2022-09-22,20.02,27.88,15.66,2.91,2.33,80.49,2.3806,12.219999999999999,16.114098,0
2022-09-23,16.16,24.41,8.76,0.02,2.81,63.0,6.6662,15.65,10.1808,0
2022-09-24,14.49,23.81,7.06,0.01,3.16,67.8,6.672,16.75,9.824219999999999,0
2022-09-25,16.35,23.17,10.46,4.67,3.16,75.98,4.5187,12.71,12.422730000000001,0
2022-09-26,18.75,24.81,14.29,17.71,2.03,83.39,0.9538,10.52,15.635625,1
2022-09-27,18.87,23.23,15.68,6.89,2.07,89.36,2.6309,7.550000000000001,16.862232,1
2022-09-28,15.77,19.48,13.35,32.47,3.9,90.35,0.9653,6.130000000000001,14.248194999999999,1
2022-09-29,14.7,18.61,12.85,4.28,4.37,87.92,1.8612,5.76,12.92424,1
2022-09-30,15.56,20.67,12.28,6.44,3.1,86.49,1.8382,8.390000000000002,13.457844,1
2022-10-01,17.75,24.86,13.9,5.72,2.01,86.33,3.4836,10.959999999999999,15.323575,1
2022-10-02,18.14,24.92,13.46,0.3,2.33,81.31,4.7004,11.46,14.749634000000002,0
2022-10-03,18.16,25.51,13.78,1.28,2.31,81.96,3.6362,11.730000000000002,14.883935999999999,0
2022-10-04,18.74,25.5,14.48,0.76,2.39,80.54,3.3257,11.02,15.093196,0
2022-10-05,19.71,27.88,14.32,0.12,2.42,76.41,5.7842,13.559999999999999,15.060411,0
2022-10-06,22.57,30.86,14.8,5.9,2.43,76.2,5.8166,16.06,17.19834,1
2022-10-07,21.39,26.19,17.2,3.83,4.31,74.6,3.8902,8.990000000000002,15.956940000000001,1
2022-10-08,20.59,27.75,14.72,0.11,1.41,66.13,5.9078,13.03,13.616166999999999,0
2022-10-09,19.86,28.85,13.54,10.94,2.35,77.27,3.6914,15.310000000000002,15.345821999999998,1
2022-10-10,19.11,23.91,16.74,2.82,1.98,88.28,1.4198,7.170000000000002,16.870308,0
2022-10-11,21.73,27.24,17.03,0.76,1.72,81.69,3.5114,10.209999999999997,17.751237,0
2022-10-12,22.06,27.01,18.35,0.58,1.26,78.48,5.0074,8.66,17.312688,0
2022-10-13,22.42,30.58,17.19,0.4,1.64,73.04,5.1854,13.389999999999997,16.375568,1
2022-10-14,20.61,29.04,16.54,1.81,2.95,80.43,4.5295,12.5,16.576623,0
2022-10-15,18.32,22.27,15.81,3.77,3.85,87.31,3.7356,6.459999999999999,15.995192,1
2022-10-16,21.24,28.65,15.52,1.0,2.05,76.84,5.0563,13.129999999999999,16.320816,0
2022-10-17,20.84,27.76,16.54,0.69,2.17,79.96,5.2706,11.220000000000002,16.663664,0
2022-10-18,18.79,22.88,16.49,3.88,2.6,88.01,2.1228,6.390000000000001,16.537079000000002,0
2022-10-19,20.93,26.45,17.19,5.54,2.08,80.55,3.342,9.259999999999998,16.859115,1
2022-10-20,22.94,29.74,16.23,4.98,1.75,69.67,5.7662,13.509999999999998,15.982298,0
2022-10-21,22.34,26.79,19.16,1.28,4.83,77.29,2.9556,7.629999999999999,17.266586,1
2022-10-22,21.25,28.13,16.47,0.28,2.89,76.01,5.4624,11.66,16.152125,0
2022-10-23,20.34,29.08,14.79,0.02,2.8,73.12,6.5184,14.29,14.872608000000001,0
2022-10-24,20.75,29.39,14.47,0.1,2.74,73.53,5.4221,14.92,15.257475000000001,0
2022-10-25,19.99,27.87,15.1,0.06,3.41,72.06,6.6538,12.770000000000001,14.404793999999999,1
2022-10-26,21.7,31.01,13.9,0.04,1.93,66.95,7.5626,17.11,14.528149999999998,1
2022-10-27,24.48,33.49,15.8,0.83,2.49,62.23,7.265,17.69,15.233903999999999,1
2022-10-28,23.86,29.35,19.43,6.38,1.41,69.8,5.0042,9.920000000000002,16.65428,1
2022-10-29,24.34,31.03,18.69,16.3,1.69,71.04,6.4562,12.34,17.291136,1
2022-10-30,23.96,29.29,18.83,28.04,2.79,77.88,6.4368,10.46,18.660048,1
2022-10-31,22.67,28.17,17.18,5.01,3.36,81.51,2.639,10.990000000000002,18.478317000000004,1
2022-11-01,15.74,19.65,12.69,8.3,5.37,83.49,3.1217,6.959999999999999,13.141326,1
2022-11-02,12.93,15.73,10.98,6.79,5.31,85.06,2.0191,4.75,10.998258,1
2022-11-03,13.77,18.76,10.84,1.7,4.14,77.55,4.1078,7.920000000000002,10.678635,1
2022-11-04,14.76,20.71,10.81,0.58,3.43,71.95,6.3168,9.9,10.61982,1
2022-11-05,15.14,21.16,10.69,0.41,2.9,78.11,6.4121,10.47,11.825854000000001,0
2022-11-06,15.4,21.26,11.7,0.22,3.06,78.81,5.1787,9.560000000000002,12.136740000000001,0
2022-11-07,15.96,21.95,11.58,0.15,2.58,76.73,4.6008,10.37,12.246108000000001,0
2022-11-08,16.86,25.06,10.3,0.08,2.18,70.83,7.3798,14.759999999999998,11.941937999999999,0
2022-11-09,19.54,27.95,11.91,0.11,2.55,70.53,6.3367,16.04,13.781562000000001,0
2022-11-10,21.16,29.54,14.6,0.07,2.4,72.4,5.9873,14.94,15.319840000000003,0
2022-11-11,21.52,30.31,15.77,12.37,2.45,76.71,4.8893,14.54,16.507991999999998,1
2022-11-12,21.14,27.22,17.53,5.65,2.53,81.64,5.5474,9.689999999999998,17.258696,1
2022-11-13,22.56,30.53,15.99,9.77,1.69,75.95,6.8976,14.540000000000001,17.13432,1
2022-11-14,23.41,28.79,19.03,2.87,2.87,76.98,5.3978,9.759999999999998,18.021018,0
2022-11-15,22.37,29.7,15.84,0.37,1.98,71.5,6.5347,13.86,15.99455,0
2022-11-16,19.66,27.37,14.09,0.01,3.36,67.94,6.2506,13.280000000000001,13.357004,1
2022-11-17,18.34,26.63,11.4,0.01,3.06,71.93,8.4161,15.229999999999999,13.191962,0
2022-11-18,18.23,26.38,11.34,0.04,3.74,70.07,8.4756,15.04,12.773760999999999,1
2022-11-19,19.75,28.42,12.94,0.33,2.79,72.1,7.1882,15.480000000000002,14.239749999999999,0
2022-11-20,21.38,29.59,15.07,3.68,2.28,74.3,6.0833,14.52,15.88534,0
2022-11-21,22.79,30.52,16.43,0.39,1.85,71.44,7.0946,14.09,16.281176,1
2022-11-22,23.05,30.69,17.5,9.02,1.83,75.85,5.1919,13.190000000000001,17.483425,1
2022-11-23,23.03,28.68,18.57,14.4,1.65,80.1,4.8259,10.11,18.447029999999998,1
2022-11-24,20.65,25.54,17.42,15.78,2.97,86.44,5.8375,8.119999999999997,17.849859999999996,1
2022-11-25,18.77,22.23,16.55,6.3,3.89,84.99,3.6751,5.68,15.952622999999999,1
2022-11-26,19.83,25.38,15.85,1.56,1.86,79.73,5.8752,9.53,15.810458999999998,0
2022-11-27,20.89,26.5,16.03,5.04,2.32,81.25,6.0662,10.469999999999999,16.973125,0
2022-11-28,20.44,25.21,17.38,19.45,2.33,85.92,3.9089,7.830000000000002,17.562048,1
2022-11-29,20.05,24.91,16.51,12.9,1.84,86.6,4.6387,8.399999999999999,17.3633,1
2022-11-30,20.15,23.75,17.47,12.69,1.3,89.15,3.9895,6.280000000000001,17.963725,1
2022-12-01,22.7,28.23,16.3,1.07,1.73,78.69,5.6306,11.93,17.86263,0
2022-12-02,22.95,28.16,18.57,7.27,1.7,81.05,5.9518,9.59,18.600975,1
2022-12-03,22.12,25.13,19.83,16.64,1.94,87.67,4.6109,5.300000000000001,19.392604000000002,1
2022-12-04,21.63,25.17,19.26,9.46,2.09,88.04,3.4418,5.91,19.043052,1
2022-12-05,21.21,23.68,18.92,16.46,2.45,90.82,3.2158,4.759999999999998,19.262922,1
2022-12-06,22.62,27.28,19.26,16.78,2.21,86.71,2.8478,8.02,19.613802,1
2022-12-07,21.62,25.9,17.25,13.83,2.14,88.27,4.7554,8.649999999999999,19.083973999999998,1
2022-12-08,21.26,27.96,15.83,0.12,1.08,75.55,8.3844,12.13,16.06193,0
2022-12-09,22.64,29.48,16.73,0.33,1.86,72.99,8.0633,12.75,16.524936,0
2022-12-10,23.17,30.21,16.16,0.14,1.51,74.21,8.0131,14.05,17.194457,0
2022-12-11,24.07,29.5,19.04,1.07,1.61,78.69,6.3223,10.46,18.940683,0
2022-12-12,23.63,27.13,20.75,12.96,2.64,86.57,4.3507,6.379999999999999,20.456490999999996,1
2022-12-13,20.57,24.48,16.16,26.3,3.88,88.25,2.4062,8.32,18.153025,1
2022-12-14,17.91,22.99,14.01,0.2,3.29,77.29,6.528,8.979999999999999,13.842639,0
2022-12-15,19.44,26.41,13.19,0.02,2.02,78.99,6.9216,13.22,15.355656,0
2022-12-16,20.69,27.04,15.32,2.38,2.17,79.24,6.1171,11.719999999999999,16.394756,0
2022-12-17,19.88,25.65,15.87,2.07,2.89,81.87,6.7466,9.78,16.275756,0
2022-12-18,20.37,26.86,16.12,0.21,3.29,80.36,5.5188,10.739999999999998,16.369332,0
2022-12-19,19.27,24.53,17.01,7.2,3.55,86.44,2.4509,7.52,16.656988,1
2022-12-20,18.9,22.88,16.46,7.63,3.61,88.4,2.8097,6.419999999999998,16.7076,1
2022-12-21,18.96,24.22,15.7,3.73,4.32,84.32,4.2072,8.52,15.987072,1
2022-12-22,18.8,24.78,15.34,1.95,4.11,83.38,4.0918,9.440000000000001,15.67544,1
2022-12-23,18.76,24.82,15.07,1.87,2.71,83.53,6.4519,9.75,15.670228000000002,0
2022-12-24,20.58,26.99,15.75,2.89,2.45,82.22,6.1286,11.239999999999998,16.920876,0
2022-12-25,22.05,28.67,16.57,6.92,1.91,80.86,5.785,12.100000000000001,17.82963,1
2022-12-26,21.57,24.61,18.95,8.67,1.74,87.95,4.0934,5.66,18.970815,1
2022-12-27,22.8,27.62,18.79,13.64,1.43,83.62,4.3272,8.830000000000002,19.065360000000002,1
2022-12-28,23.14,27.25,20.14,21.97,3.48,85.22,4.6303,7.109999999999999,19.719908,1
2022-12-29,22.07,25.65,18.34,17.15,2.23,87.98,4.5154,7.309999999999999,19.417186,1
2022-12-30,20.88,26.62,16.74,1.77,2.87,84.24,4.98,9.880000000000003,17.589311999999996,0
2022-12-31,21.67,27.91,15.9,6.37,1.24,82.2,4.771,12.01,17.81274,1
2023-01-01,22.35,27.85,17.78,1.85,1.45,82.68,5.5704,10.07,18.478980000000004,0
2023-01-02,22.91,28.17,17.37,1.26,1.16,78.81,6.625,10.8,18.055371,0
2023-01-03,22.61,26.83,19.17,6.21,3.22,83.66,4.7136,7.659999999999997,18.915526,1
2023-01-04,21.36,25.83,17.2,33.93,3.0,87.26,3.3451,8.629999999999999,18.638736,1
2023-01-05,18.27,22.29,16.07,11.71,3.58,87.62,2.3162,6.219999999999999,16.008174,1
2023-01-06,18.32,23.16,15.37,2.03,4.12,84.7,3.1865,7.790000000000001,15.51704,1
2023-01-07,17.54,22.23,14.98,0.89,3.9,85.25,3.4097,7.25,14.95285,1
2023-01-08,19.32,24.97,15.06,0.76,3.15,85.09,3.8131,9.909999999999998,16.439388,0
2023-01-09,19.45,23.09,17.18,1.67,2.36,89.58,3.3091,5.91,17.423309999999997,0
2023-01-10,20.77,25.09,17.46,12.02,1.56,89.71,3.1543,7.629999999999999,18.632766999999998,1
2023-01-11,21.29,24.88,18.85,7.15,2.19,88.74,3.9,6.029999999999998,18.892746,1
2023-01-12,21.14,24.34,18.5,6.96,2.43,88.22,5.0126,5.84,18.649708,1
2023-01-13,22.09,26.13,18.32,11.64,2.98,87.05,5.1838,7.809999999999999,19.229345,1
2023-01-14,23.3,27.94,19.67,1.86,3.03,83.45,5.5339,8.27,19.44385,0
2023-01-15,23.71,27.73,20.05,10.05,1.68,84.92,6.18,7.68,20.134532000000004,1
2023-01-16,24.04,28.68,20.84,18.99,1.25,85.15,6.2995,7.84,20.47006,1
2023-01-17,23.6,29.63,19.37,3.05,1.67,80.65,6.8621,10.259999999999998,19.033400000000004,0
2023-01-18,22.58,27.78,19.31,9.91,2.28,85.2,5.8572,8.470000000000002,19.238159999999997,1
2023-01-19,22.56,28.38,18.17,2.45,1.6,80.93,5.5776,10.209999999999997,18.257808,0
2023-01-20,20.61,23.67,17.1,15.29,1.23,86.53,2.9215,6.57,17.833833,1
2023-01-21,21.5,27.5,15.91,1.68,1.65,83.15,6.1082,11.59,17.87725,0
2023-01-22,23.04,27.98,18.2,0.52,1.69,83.14,6.3554,9.780000000000001,19.155456,0
2023-01-23,22.88,26.86,19.5,3.97,2.22,85.37,4.2722,7.359999999999999,19.532656,0
2023-01-24,22.28,27.87,18.86,9.36,1.91,85.45,5.2469,9.010000000000002,19.03826,1
2023-01-25,22.03,28.16,17.15,0.1,2.49,80.47,7.6836,11.010000000000002,17.727541,0
2023-01-26,21.61,28.33,17.07,0.04,2.81,77.3,8.5426,11.259999999999998,16.70453,0
2023-01-27,22.09,28.42,16.68,0.04,2.19,80.53,6.869,11.740000000000002,17.789077,0
2023-01-28,22.36,26.61,18.16,11.31,1.07,85.89,5.3602,8.45,19.205004,1
2023-01-29,22.63,26.41,19.64,5.81,2.04,85.82,5.568,6.77,19.421066,1
2023-01-30,21.32,23.79,19.43,9.87,2.07,90.11,4.8185,4.359999999999999,19.211452,1
2023-01-31,22.25,26.28,18.98,10.78,2.06,87.54,5.0549,7.300000000000001,19.47765,1
2023-02-01,21.53,24.19,19.77,11.97,1.64,91.13,4.4554,4.420000000000002,19.620289,1
2023-02-02,22.85,27.14,19.56,13.92,2.6,85.7,5.9018,7.580000000000002,19.58245,1
2023-02-03,22.43,26.86,19.45,3.57,3.96,86.17,4.8324,7.41,19.327931,1
2023-02-04,22.75,26.8,19.83,1.61,4.06,84.92,4.6932,6.970000000000002,19.319300000000002,1
2023-02-05,22.24,26.68,19.64,5.21,3.7,85.32,4.7366,7.039999999999999,18.975167999999996,1
2023-02-06,22.61,27.19,19.27,8.95,2.67,85.78,4.0046,7.920000000000002,19.394858,1
2023-02-07,21.49,27.22,17.83,17.05,2.04,84.71,3.5767,9.39,18.204178999999996,1
2023-02-08,21.09,26.85,16.61,1.6,2.09,84.4,6.1138,10.240000000000002,17.799960000000002,0
2023-02-09,22.1,28.92,15.91,2.4,1.6,80.42,6.7603,13.010000000000002,17.772820000000003,0
2023-02-10,22.43,28.04,17.48,5.63,1.37,84.08,5.3359,10.559999999999999,18.859144,1
2023-02-11,21.01,23.22,19.3,10.5,1.45,91.01,3.0535,3.919999999999998,19.121201000000003,1
2023-02-12,21.56,25.55,18.0,12.78,1.92,88.1,4.4378,7.550000000000001,18.994359999999997,1
2023-02-13,22.65,27.21,19.18,12.58,2.45,85.88,5.1038,8.030000000000001,19.451819999999998,1
2023-02-14,22.65,26.41,19.86,4.98,2.46,87.12,5.7262,6.550000000000001,19.732680000000002,0
2023-02-15,22.93,27.15,19.15,4.38,3.49,87.24,5.459,8.0,20.004132,1
2023-02-16,22.75,26.0,20.69,20.55,3.83,88.46,4.1695,5.309999999999999,20.12465,1
2023-02-17,23.23,27.33,20.19,3.4,3.48,85.66,5.6078,7.139999999999997,19.898818,1
2023-02-18,21.57,25.9,17.9,12.99,2.35,89.39,2.8421,8.0,19.281423,1
2023-02-19,18.62,21.56,16.78,12.86,4.28,91.69,2.058,4.779999999999998,17.072678,1
2023-02-20,22.25,26.96,18.36,4.06,1.8,86.76,5.9419,8.600000000000001,19.304100000000002,0
2023-02-21,21.69,25.96,18.69,12.01,1.65,87.14,4.7196,7.27,18.900666,1
2023-02-22,22.02,27.19,17.57,2.07,1.25,84.56,5.0122,9.620000000000001,18.620112,0
2023-02-23,22.06,26.33,18.49,9.14,1.1,86.63,4.0385,7.84,19.110577999999997,1
2023-02-24,22.31,26.75,18.33,2.85,2.05,85.69,5.1922,8.420000000000002,19.117438999999997,0
2023-02-25,22.83,26.61,19.2,2.58,2.98,86.1,5.2968,7.41,19.65663,0
2023-02-26,23.29,27.01,20.25,0.46,2.22,86.53,5.7163,6.760000000000002,20.152836999999998,0
2023-02-27,22.07,26.7,19.45,3.1,2.29,88.16,4.4496,7.25,19.456912,0
2023-02-28,20.59,23.44,19.0,13.6,2.6,93.73,3.576,4.440000000000001,19.299007,1
2023-03-01,21.52,25.33,18.71,1.63,1.24,87.85,5.6803,6.619999999999997,18.90532,0
2023-03-02,22.67,27.71,18.15,0.8,1.28,82.2,6.3929,9.560000000000002,18.634740000000004,0
2023-03-03,23.4,28.31,18.59,7.74,1.17,81.49,5.8966,9.719999999999999,19.068659999999998,1
2023-03-04,22.33,25.92,19.48,7.66,2.02,87.53,3.1102,6.440000000000001,19.545448999999998,1
2023-03-05,22.42,26.88,19.31,10.62,2.9,86.46,4.8173,7.57,19.384332,1
2023-03-06,22.44,26.58,19.2,7.66,2.69,86.96,5.4974,7.379999999999999,19.513824,1
2023-03-07,22.17,25.81,19.57,2.0,2.45,87.51,4.7323,6.239999999999998,19.400967000000005,0
2023-03-08,23.23,27.62,18.29,6.96,1.46,80.3,5.7007,9.330000000000002,18.653689999999997,1
2023-03-09,22.77,27.38,18.3,12.59,1.44,84.1,4.2586,9.079999999999998,19.14957,1
2023-03-10,22.24,26.01,19.04,26.1,0.9,87.05,3.9398,6.970000000000002,19.35992,1
2023-03-11,21.64,25.47,18.85,16.15,1.19,88.91,3.3134,6.619999999999997,19.240124,1
2023-03-12,21.21,24.53,19.29,16.33,1.79,91.41,2.4446,5.240000000000002,19.388061,1
2023-03-13,21.14,23.59,19.17,11.48,1.53,94.41,3.4102,4.419999999999998,19.958274,1
2023-03-14,21.08,24.35,18.82,15.4,1.77,91.55,3.6228,5.530000000000001,19.29874,1
2023-03-15,21.61,26.5,18.3,0.62,2.5,86.79,5.6146,8.2,18.755319000000004,0
2023-03-16,21.23,26.61,17.44,0.16,2.8,85.35,6.2275,9.169999999999998,18.119805,0
2023-03-17,20.52,25.67,17.07,0.21,2.61,85.83,6.3252,8.600000000000001,17.612316,0
2023-03-18,21.64,27.65,17.04,0.13,1.54,83.45,6.2066,10.61,18.05858,0
2023-03-19,22.35,27.81,17.96,1.5,1.29,85.31,5.743,9.849999999999998,19.066785,0
2023-03-20,22.78,28.33,17.98,4.23,1.06,82.25,6.2112,10.349999999999998,18.73655,0
2023-03-21,21.88,28.01,16.58,0.09,1.5,82.63,6.0826,11.430000000000003,18.079444,0
2023-03-22,21.78,28.28,17.1,0.03,2.08,84.37,5.9981,11.18,18.375786,0
2023-03-23,21.8,28.44,17.04,0.04,1.69,83.37,6.5335,11.400000000000002,18.17466,0
2023-03-24,22.23,28.17,16.8,0.2,1.72,84.13,6.054,11.370000000000001,18.702099,0
2023-03-25,22.45,27.98,18.04,0.87,1.11,84.29,5.8363,9.940000000000001,18.923105000000003,0
2023-03-26,23.36,28.53,18.63,2.48,2.02,83.65,5.9491,9.900000000000002,19.54064,0
2023-03-27,20.82,25.16,17.65,4.6,3.27,87.73,3.2014,7.510000000000002,18.265386000000003,0
2023-03-28,20.72,26.91,16.79,1.22,2.03,86.92,3.6463,10.120000000000001,18.009824,0
2023-03-29,21.72,26.11,17.31,3.95,1.27,86.46,4.5684,8.8,18.779111999999998,0
2023-03-30,22.29,26.28,18.27,0.64,1.36,83.36,5.5541,8.010000000000002,18.580944,0
2023-03-31,21.95,26.47,18.09,5.11,1.5,87.51,3.8734,8.379999999999999,19.208445,0
2023-04-01,21.58,27.41,17.11,3.16,2.13,85.18,5.8819,10.3,18.381844,0
2023-04-02,18.64,23.8,15.6,0.41,2.96,85.76,4.0764,8.200000000000001,15.985664000000002,0
2023-04-03,19.7,25.99,14.9,0.02,1.61,86.29,5.7026,11.089999999999998,16.99913,0
2023-04-04,20.43,26.16,15.92,0.2,1.49,85.81,5.4962,10.24,17.530983,0
2023-04-05,19.78,25.81,15.8,0.17,1.86,83.63,5.0496,10.009999999999998,16.542013999999998,0
2023-04-06,19.7,25.15,15.97,1.22,2.38,87.91,4.3601,9.179999999999998,17.31827,0
2023-04-07,19.42,21.84,17.69,11.43,1.78,94.19,1.5283,4.149999999999999,18.291698,1
2023-04-08,19.88,23.74,17.74,5.14,3.02,93.08,2.5865,6.0,18.504303999999998,0
2023-04-09,18.22,20.11,16.65,0.24,3.43,91.22,2.7727,3.460000000000001,16.620283999999998,1
2023-04-10,18.09,23.63,14.29,0.02,3.06,84.02,6.0638,9.34,15.199217999999998,0
2023-04-11,18.93,25.32,13.69,0.02,1.38,86.48,5.1389,11.63,16.370664,0
2023-04-12,20.44,25.58,15.73,2.28,1.17,85.45,4.3754,9.849999999999998,17.465980000000002,0
2023-04-13,21.06,25.33,16.65,5.94,1.49,85.66,5.0554,8.68,18.039996,1
2023-04-14,20.77,24.68,18.3,7.69,0.98,88.76,2.699,6.379999999999999,18.435452,1
2023-04-15,20.48,25.11,17.67,3.27,2.68,88.76,2.9294,7.439999999999998,18.178048,0
2023-04-16,20.51,26.18,16.44,0.06,1.68,85.25,5.2087,9.739999999999998,17.484775000000003,0
2023-04-17,20.38,25.09,16.24,8.1,2.68,89.65,4.6318,8.850000000000001,18.27067,1
2023-04-18,21.79,25.1,18.62,15.61,3.9,90.37,1.8852,6.48,19.691623,1
2023-04-19,17.59,23.17,13.07,21.11,2.37,79.36,5.1461,10.100000000000001,13.959424,1
2023-04-20,14.93,20.69,10.23,0.0,1.91,78.95,5.2106,10.46,11.787234999999999,0
2023-04-21,14.69,20.89,8.82,0.12,2.81,85.44,5.4677,12.07,12.551135999999998,0
2023-04-22,17.12,23.11,12.1,0.06,2.22,86.33,5.2723,11.01,14.779696,0
2023-04-23,18.22,23.41,14.53,0.04,2.22,86.09,4.9838,8.88,15.685597999999999,0
2023-04-24,17.62,23.2,14.06,0.01,2.42,85.25,5.477,9.139999999999999,15.02105,0
2023-04-25,17.72,23.82,13.18,0.02,1.16,83.57,4.8242,10.64,14.808603999999997,0
2023-04-26,19.26,24.79,14.26,0.74,2.05,87.42,1.9514,10.53,16.837092000000002,0
2023-04-27,18.91,23.68,15.63,2.19,2.54,89.1,3.2813,8.049999999999999,16.848809999999997,0
2023-04-28,17.24,21.24,14.86,1.83,2.67,89.85,1.579,6.379999999999999,15.490139999999998,0
2023-04-29,18.02,23.34,14.35,0.78,1.72,87.63,3.3218,8.99,15.790925999999999,0
2023-04-30,18.87,24.41,14.76,0.21,1.14,83.94,4.3234,9.65,15.839478,0
2023-05-01,19.07,24.12,14.98,0.04,1.08,84.65,4.1434,9.14,16.142755,0
2023-05-02,19.29,24.37,15.58,0.24,1.12,87.38,4.2048,8.790000000000001,16.855601999999998,0
2023-05-03,19.77,25.36,15.65,0.04,0.85,85.02,4.2713,9.709999999999999,16.808453999999998,0
2023-05-04,20.06,25.63,15.33,0.02,1.16,84.09,4.7849,10.299999999999999,16.868454,0
2023-05-05,20.69,26.45,16.52,0.04,1.53,87.17,4.6037,9.93,18.035473000000003,0
2023-05-06,20.87,26.08,17.22,0.01,1.62,88.07,3.6787,8.86,18.380209,0
2023-05-07,19.45,23.94,16.11,0.03,0.91,88.94,4.4765,7.830000000000002,17.29883,0
2023-05-08,20.13,25.36,14.77,0.04,1.4,80.43,4.4846,10.59,16.190559,0
2023-05-09,19.67,24.64,15.75,2.5,1.8,86.62,3.2419,8.89,17.038154000000002,0
2023-05-10,18.85,22.75,16.15,2.24,1.51,91.55,2.124,6.600000000000001,17.257175,0
2023-05-11,17.5,22.1,14.05,0.71,1.62,87.26,4.1446,8.05,15.2705,0
2023-05-12,14.69,18.89,12.4,0.42,2.16,86.35,3.3096,6.49,12.684814999999999,0
2023-05-13,14.62,19.48,11.97,0.24,1.94,87.06,3.7932,7.51,12.728172,0
2023-05-14,14.71,21.66,10.51,0.06,1.03,81.95,4.705,11.15,12.054845,0
2023-05-15,15.13,21.53,10.46,0.04,1.14,79.57,4.753,11.07,12.038941,0
2023-05-16,14.87,21.46,10.68,0.11,1.58,77.95,4.933,10.780000000000001,11.591165,0
2023-05-17,14.26,19.82,10.2,0.04,2.3,87.19,4.0898,9.620000000000001,12.433294,0
2023-05-18,13.52,20.24,8.99,0.02,1.95,86.79,4.4285,11.249999999999998,11.734008000000001,0
2023-05-19,14.02,20.98,9.83,0.03,1.62,85.61,4.8115,11.15,12.002521999999999,0
2023-05-20,15.25,23.14,8.85,0.05,1.03,79.79,4.813,14.290000000000001,12.167975,0
2023-05-21,15.98,22.79,9.64,0.13,1.33,75.41,4.2612,13.149999999999999,12.050518,0
2023-05-22,16.42,22.1,11.66,0.06,1.28,73.83,3.63,10.440000000000001,12.122886000000001,0
2023-05-23,16.98,23.44,12.75,0.01,1.36,81.48,4.3238,10.690000000000001,13.835304000000002,0
2023-05-24,17.03,23.72,10.88,0.06,1.39,84.07,4.2094,12.839999999999998,14.317120999999998,0
2023-05-25,17.66,23.92,11.97,0.02,1.27,84.35,4.2072,11.950000000000001,14.896209999999998,0
2023-05-26,17.71,24.28,12.41,0.02,1.82,80.94,4.4095,11.870000000000001,14.334474,0
2023-05-27,18.5,24.3,12.26,0.01,1.81,74.06,4.2091,12.040000000000001,13.7011,0
2023-05-28,17.74,22.37,15.0,3.49,1.49,85.79,1.849,7.370000000000001,15.219146,0
2023-05-29,16.0,19.86,13.72,1.25,3.39,89.42,2.2082,6.139999999999999,14.3072,1
2023-05-30,15.63,19.54,13.23,5.38,2.64,90.26,1.9747,6.309999999999999,14.107638000000001,0
2023-05-31,15.95,20.04,14.01,14.62,1.4,94.46,0.7483,6.029999999999999,15.066369999999997,1
2023-06-01,16.32,21.25,13.43,4.86,1.57,91.08,2.7792,7.82,14.864256,0
2023-06-02,15.61,21.18,11.91,0.09,1.84,88.9,3.7409,9.27,13.87729,0
2023-06-03,16.38,23.02,11.39,0.04,1.15,80.9,4.4438,11.629999999999999,13.25142,0
2023-06-04,16.44,22.56,10.8,0.22,1.48,75.53,4.4767,11.759999999999998,12.417132,0
2023-06-05,16.07,22.24,11.71,0.19,1.28,79.05,4.2096,10.529999999999998,12.703335,0
2023-06-06,15.42,21.79,10.45,0.43,1.51,84.5,4.2742,11.34,13.0299,0
2023-06-07,15.66,21.86,10.81,0.51,1.27,80.43,4.2468,11.049999999999999,12.595338,0
2023-06-08,15.74,22.25,9.18,0.65,1.24,75.21,4.2034,13.07,11.838054,0
2023-06-09,15.95,23.08,10.44,0.07,2.17,79.89,4.3529,12.639999999999999,12.742455,0
2023-06-10,16.07,23.21,10.34,0.04,2.27,77.92,4.445,12.870000000000001,12.521744,0
2023-06-11,16.8,24.09,10.63,0.01,2.57,73.76,4.2134,13.459999999999999,12.391680000000001,0
2023-06-12,18.08,24.66,13.73,0.38,1.33,75.76,3.7702,10.93,13.697408,0
2023-06-13,15.58,17.66,14.02,5.96,2.57,95.25,1.141,3.6400000000000006,14.83995,1
2023-06-14,15.86,19.12,13.98,12.83,1.66,93.42,1.0248,5.140000000000001,14.816412,1
2023-06-15,15.85,17.84,13.66,9.45,2.24,96.28,0.7682,4.18,15.26038,1
